trade_date,symbol,close,open,high,low
2024-02-28,STK013,56.4731,56.4731,56.4731,56.4731
2024-02-29,STK013,54.8459,54.8459,54.8459,54.8459
2024-03-01,STK013,53.3733,53.3733,53.3733,53.3733
2024-03-04,STK013,52.8404,52.8404,52.8404,52.8404
2024-03-05,STK013,54.8333,54.8333,54.8333,54.8333
2024-03-06,STK013,54.6455,54.6455,54.6455,54.6455
2024-03-07,STK013,57.1096,57.1096,57.1096,57.1096
2024-03-08,STK013,58.3831,58.3831,58.3831,58.3831
2024-03-11,STK013,57.2086,57.2086,57.2086,57.2086
2024-03-12,STK013,53.9662,53.9662,53.9662,53.9662
2024-03-13,STK013,53.0359,53.0359,53.0359,53.0359
2024-03-14,STK013,51.4901,51.4901,51.4901,51.4901
2024-03-15,STK013,51.4202,51.4202,51.4202,51.4202
2024-03-18,STK013,52.6674,52.6674,52.6674,52.6674
2024-03-19,STK013,55.028,55.028,55.028,55.028
2024-03-20,STK013,58.5836,58.5836,58.5836,58.5836
2024-03-21,STK013,58.1211,58.1211,58.1211,58.1211
2024-03-22,STK013,60.5307,60.5307,60.5307,60.5307
2024-03-25,STK013,63.4372,63.4372,63.4372,63.4372
2024-03-26,STK013,63.4966,63.4966,63.4966,63.4966
2024-03-27,STK013,64.8048,64.8048,64.8048,64.8048
2024-03-28,STK013,67.8696,67.8696,67.8696,67.8696
2024-03-29,STK013,67.4977,67.4977,67.4977,67.4977
2024-04-01,STK013,67.3181,67.3181,67.3181,67.3181
2024-04-02,STK013,66.859,66.859,66.859,66.859
2024-04-03,STK013,61.7969,61.7969,61.7969,61.7969
2024-04-04,STK013,62.2815,62.2815,62.2815,62.2815
2024-04-05,STK013,60.8865,60.8865,60.8865,60.8865
2024-04-08,STK013,59.094,59.094,59.094,59.094
2024-04-09,STK013,59.9162,59.9162,59.9162,59.9162
2024-04-10,STK013,56.951,56.951,56.951,56.951
2024-04-11,STK013,58.2162,58.2162,58.2162,58.2162
2024-04-12,STK013,59.1637,59.1637,59.1637,59.1637
2024-04-15,STK013,58.4439,58.4439,58.4439,58.4439
2024-04-16,STK013,59.1931,59.1931,59.1931,59.1931
2024-04-17,STK013,57.6744,57.6744,57.6744,57.6744
2024-04-18,STK013,59.1445,59.1445,59.1445,59.1445
2024-04-19,STK013,59.1067,59.1067,59.1067,59.1067
2024-04-22,STK013,59.1675,59.1675,59.1675,59.1675
2024-04-23,STK013,61.1305,61.1305,61.1305,61.1305
2024-04-24,STK013,59.4514,59.4514,59.4514,59.4514
2024-04-25,STK013,56.8694,56.8694,56.8694,56.8694
2024-04-26,STK013,58.7043,58.7043,58.7043,58.7043
2024-04-29,STK013,59.7774,59.7774,59.7774,59.7774
2024-04-30,STK013,58.3295,58.3295,58.3295,58.3295
2024-05-01,STK013,58.6647,58.6647,58.6647,58.6647
2024-05-02,STK013,60.6047,60.6047,60.6047,60.6047
2024-05-03,STK013,62.306,62.306,62.306,62.306
2024-05-06,STK013,62.0414,62.0414,62.0414,62.0414
2024-05-07,STK013,59.3344,59.3344,59.3344,59.3344
2024-05-08,STK013,56.7745,56.7745,56.7745,56.7745
2024-05-09,STK013,56.3393,56.3393,56.3393,56.3393
2024-05-10,STK013,59.1561,59.1561,59.1561,59.1561
2024-05-13,STK013,57.7322,57.7322,57.7322,57.7322
2024-05-14,STK013,57.2127,57.2127,57.2127,57.2127
2024-05-15,STK013,55.5507,55.5507,55.5507,55.5507
2024-05-16,STK013,55.2911,55.2911,55.2911,55.2911
2024-05-17,STK013,55.303,55.303,55.303,55.303
2024-05-20,STK013,53.2134,53.2134,53.2134,53.2134
2024-05-21,STK013,54.6292,54.6292,54.6292,54.6292
2024-05-22,STK013,53.8288,53.8288,53.8288,53.8288
2024-05-23,STK013,57.0201,57.0201,57.0201,57.0201
2024-05-24,STK013,54.6811,54.6811,54.6811,54.6811
2024-05-27,STK013,57.5827,57.5827,57.5827,57.5827
2024-05-28,STK013,59.5012,59.5012,59.5012,59.5012
2024-05-29,STK013,57.9875,57.9875,57.9875,57.9875
2024-05-30,STK013,56.8726,56.8726,56.8726,56.8726
2024-05-31,STK013,55.1578,55.1578,55.1578,55.1578
2024-06-03,STK013,53.5328,53.5328,53.5328,53.5328
2024-06-04,STK013,53.5037,53.5037,53.5037,53.5037
2024-06-05,STK013,54.0644,54.0644,54.0644,54.0644
2024-06-06,STK013,52.1319,52.1319,52.1319,52.1319
2024-06-07,STK013,56.6479,56.6479,56.6479,56.6479
2024-06-10,STK013,55.4238,55.4238,55.4238,55.4238
2024-06-11,STK013,55.1423,55.1423,55.1423,55.1423
2024-06-12,STK013,54.4967,54.4967,54.4967,54.4967
2024-06-13,STK013,53.8779,53.8779,53.8779,53.8779
2024-06-14,STK013,53.7544,53.7544,53.7544,53.7544
2024-06-17,STK013,53.8831,53.8831,53.8831,53.8831
2024-06-18,STK013,54.6548,54.6548,54.6548,54.6548
2024-06-19,STK013,56.5043,56.5043,56.5043,56.5043
2024-06-20,STK013,57.4571,57.4571,57.4571,57.4571
2024-06-21,STK013,58.4824,58.4824,58.4824,58.4824
2024-06-24,STK013,58.4511,58.4511,58.4511,58.4511
2024-06-25,STK013,58.7293,58.7293,58.7293,58.7293
2024-01-02,STK014,117.3046,117.3046,117.3046,117.3046
2024-01-03,STK014,120.5484,120.5484,120.5484,120.5484
2024-01-04,STK014,121.0874,121.0874,121.0874,121.0874
2024-01-05,STK014,119.6649,119.6649,119.6649,119.6649
2024-01-08,STK014,118.6863,118.6863,118.6863,118.6863
2024-01-09,STK014,118.3976,118.3976,118.3976,118.3976
2024-01-10,STK014,118.6817,118.6817,118.6817,118.6817
2024-01-11,STK014,116.6965,116.6965,116.6965,116.6965
2024-01-12,STK014,115.0407,115.0407,115.0407,115.0407
2024-01-15,STK014,117.1515,117.1515,117.1515,117.1515
2024-01-16,STK014,119.923,119.923,119.923,119.923
2024-01-17,STK014,126.3771,126.3771,126.3771,126.3771
2024-01-18,STK014,124.8321,124.8321,124.8321,124.8321
2024-01-19,STK014,125.9699,125.9699,125.9699,125.9699
2024-01-22,STK014,118.7461,118.7461,118.7461,118.7461
2024-01-23,STK014,121.6807,121.6807,121.6807,121.6807
2024-01-24,STK014,116.8353,116.8353,116.8353,116.8353
2024-01-25,STK014,114.965,114.965,114.965,114.965
2024-01-26,STK014,117.0866,117.0866,117.0866,117.0866
2024-01-29,STK014,114.1063,114.1063,114.1063,114.1063
2024-01-30,STK014,112.6131,112.6131,112.6131,112.6131
2024-01-31,STK014,112.4701,112.4701,112.4701,112.4701
2024-02-01,STK014,115.267,115.267,115.267,115.267
2024-02-02,STK014,111.0289,111.0289,111.0289,111.0289
2024-02-05,STK014,110.2315,110.2315,110.2315,110.2315
2024-02-06,STK014,108.2619,108.2619,108.2619,108.2619
2024-02-07,STK014,110.7833,110.7833,110.7833,110.7833
2024-02-08,STK014,113.345,113.345,113.345,113.345
2024-02-09,STK014,106.3005,106.3005,106.3005,106.3005
2024-02-12,STK014,108.6823,108.6823,108.6823,108.6823
2024-02-13,STK014,107.8308,107.8308,107.8308,107.8308
2024-02-14,STK014,108.5828,108.5828,108.5828,108.5828
2024-02-15,STK014,106.3793,106.3793,106.3793,106.3793
2024-02-16,STK014,107.0496,107.0496,107.0496,107.0496
2024-02-19,STK014,112.5863,112.5863,112.5863,112.5863
2024-02-20,STK014,112.9489,112.9489,112.9489,112.9489
2024-02-21,STK014,111.8329,111.8329,111.8329,111.8329
2024-02-22,STK014,111.7849,111.7849,111.7849,111.7849
2024-02-23,STK014,108.5979,108.5979,108.5979,108.5979
2024-02-26,STK014,112.3593,112.3593,112.3593,112.3593
2024-02-27,STK014,114.1307,114.1307,114.1307,114.1307
2024-02-28,STK014,111.0828,111.0828,111.0828,111.0828
2024-02-29,STK014,107.3205,107.3205,107.3205,107.3205
2024-03-01,STK014,107.7805,107.7805,107.7805,107.7805
2024-03-04,STK014,110.2538,110.2538,110.2538,110.2538
2024-03-05,STK014,107.7606,107.7606,107.7606,107.7606
2024-03-06,STK014,109.5765,109.5765,109.5765,109.5765
2024-03-07,STK014,110.8409,110.8409,110.8409,110.8409
2024-03-08,STK014,109.0772,109.0772,109.0772,109.0772
2024-03-11,STK014,107.7048,107.7048,107.7048,107.7048
2024-03-12,STK014,111.3688,111.3688,111.3688,111.3688
2024-03-13,STK014,108.7163,108.7163,108.7163,108.7163
2024-03-14,STK014,106.0269,106.0269,106.0269,106.0269
2024-03-15,STK014,110.1876,110.1876,110.1876,110.1876
2024-03-18,STK014,110.284,110.284,110.284,110.284
2024-03-19,STK014,109.7098,109.7098,109.7098,109.7098
2024-03-20,STK014,112.0582,112.0582,112.0582,112.0582
2024-03-21,STK014,116.0457,116.0457,116.0457,116.0457
2024-03-22,STK014,116.3519,116.3519,116.3519,116.3519
2024-03-25,STK014,114.762,114.762,114.762,114.762
2024-03-26,STK014,114.2721,114.2721,114.2721,114.2721
2024-03-27,STK014,115.6324,115.6324,115.6324,115.6324
2024-03-28,STK014,113.1032,113.1032,113.1032,113.1032
2024-03-29,STK014,116.2225,116.2225,116.2225,116.2225
2024-04-01,STK014,120.9243,120.9243,120.9243,120.9243
2024-04-02,STK014,121.429,121.429,121.429,121.429
2024-04-03,STK014,121.8457,121.8457,121.8457,121.8457
2024-04-04,STK014,125.7617,125.7617,125.7617,125.7617
2024-04-05,STK014,131.311,131.311,131.311,131.311
2024-04-08,STK014,136.3048,136.3048,136.3048,136.3048
2024-04-09,STK014,130.9583,130.9583,130.9583,130.9583
2024-04-10,STK014,129.2873,129.2873,129.2873,129.2873
2024-04-11,STK014,130.5902,130.5902,130.5902,130.5902
2024-04-12,STK014,129.2856,129.2856,129.2856,129.2856
2024-04-15,STK014,134.5838,134.5838,134.5838,134.5838
2024-04-16,STK014,141.2909,141.2909,141.2909,141.2909
2024-04-17,STK014,139.7307,139.7307,139.7307,139.7307
2024-04-18,STK014,139.5601,139.5601,139.5601,139.5601
2024-04-19,STK014,136.4007,136.4007,136.4007,136.4007
2024-04-22,STK014,135.005,135.005,135.005,135.005
2024-04-23,STK014,136.327,136.327,136.327,136.327
2024-04-24,STK014,138.3782,138.3782,138.3782,138.3782
2024-04-25,STK014,135.6988,135.6988,135.6988,135.6988
2024-04-26,STK014,127.8807,127.8807,127.8807,127.8807
2024-04-29,STK014,122.8781,122.8781,122.8781,122.8781
2024-04-30,STK014,119.0843,119.0843,119.0843,119.0843
2024-05-01,STK014,116.6284,116.6284,116.6284,116.6284
2024-05-02,STK014,116.7089,116.7089,116.7089,116.7089
2024-05-03,STK014,113.2193,113.2193,113.2193,113.2193
2024-05-06,STK014,111.198,111.198,111.198,111.198
2024-05-07,STK014,108.8378,108.8378,108.8378,108.8378
2024-05-08,STK014,105.6428,105.6428,105.6428,105.6428
2024-05-09,STK014,104.41,104.41,104.41,104.41
2024-05-10,STK014,103.522,103.522,103.522,103.522
2024-05-13,STK014,104.9531,104.9531,104.9531,104.9531
2024-05-14,STK014,103.2877,103.2877,103.2877,103.2877
2024-05-15,STK014,101.4995,101.4995,101.4995,101.4995
2024-05-16,STK014,101.1377,101.1377,101.1377,101.1377
2024-05-17,STK014,103.0684,103.0684,103.0684,103.0684
2024-05-20,STK014,102.704,102.704,102.704,102.704
2024-05-21,STK014,104.7201,104.7201,104.7201,104.7201
2024-05-22,STK014,101.0106,101.0106,101.0106,101.0106
2024-05-23,STK014,99.6879,99.6879,99.6879,99.6879
2024-05-24,STK014,97.8329,97.8329,97.8329,97.8329
2024-05-27,STK014,95.516,95.516,95.516,95.516
2024-05-28,STK014,94.7243,94.7243,94.7243,94.7243
2024-05-29,STK014,97.4821,97.4821,97.4821,97.4821
2024-05-30,STK014,94.9362,94.9362,94.9362,94.9362
2024-05-31,STK014,94.4227,94.4227,94.4227,94.4227
2024-06-03,STK014,91.3451,91.3451,91.3451,91.3451
2024-06-04,STK014,88.203,88.203,88.203,88.203
2024-06-05,STK014,87.3025,87.3025,87.3025,87.3025
2024-06-06,STK014,87.2341,87.2341,87.2341,87.2341
2024-06-07,STK014,87.7443,87.7443,87.7443,87.7443
2024-06-10,STK014,86.263,86.263,86.263,86.263
2024-06-11,STK014,82.4529,82.4529,82.4529,82.4529
2024-06-12,STK014,81.7154,81.7154,81.7154,81.7154
2024-06-13,STK014,82.4239,82.4239,82.4239,82.4239
2024-06-14,STK014,80.386,80.386,80.386,80.386
2024-06-17,STK014,79.8792,79.8792,79.8792,79.8792
2024-06-18,STK014,81.388,81.388,81.388,81.388
2024-06-19,STK014,80.5725,80.5725,80.5725,80.5725
2024-06-20,STK014,81.8761,81.8761,81.8761,81.8761
2024-06-21,STK014,78.7705,78.7705,78.7705,78.7705
2024-06-24,STK014,80.3679,80.3679,80.3679,80.3679
2024-06-25,STK014,80.8999,80.8999,80.8999,80.8999
2024-01-02,STK015,89.3545,89.3545,89.3545,89.3545
2024-01-03,STK015,91.9041,91.9041,91.9041,91.9041
2024-01-04,STK015,91.0235,91.0235,91.0235,91.0235
2024-01-05,STK015,89.179,89.179,89.179,89.179
2024-01-08,STK015,91.5711,91.5711,91.5711,91.5711
2024-01-09,STK015,95.2731,95.2731,95.2731,95.2731
2024-01-10,STK015,93.9923,93.9923,93.9923,93.9923
2024-01-11,STK015,92.5232,92.5232,92.5232,92.5232
2024-01-12,STK015,94.552,94.552,94.552,94.552
2024-01-15,STK015,94.4604,94.4604,94.4604,94.4604
2024-01-16,STK015,96.069,96.069,96.069,96.069
2024-01-17,STK015,98.7594,98.7594,98.7594,98.7594
2024-01-18,STK015,97.7208,97.7208,97.7208,97.7208
2024-01-19,STK015,98.0976,98.0976,98.0976,98.0976
2024-01-22,STK015,96.994,96.994,96.994,96.994
2024-01-23,STK015,94.9018,94.9018,94.9018,94.9018
2024-01-24,STK015,92.3772,92.3772,92.3772,92.3772
2024-01-25,STK015,91.6279,91.6279,91.6279,91.6279
2024-01-26,STK015,94.3551,94.3551,94.3551,94.3551
2024-01-29,STK015,95.4499,95.4499,95.4499,95.4499
2024-01-30,STK015,97.4025,97.4025,97.4025,97.4025
2024-01-31,STK015,99.1988,99.1988,99.1988,99.1988
2024-02-01,STK015,100.795,100.795,100.795,100.795
2024-02-02,STK015,100.1047,100.1047,100.1047,100.1047
2024-02-05,STK015,100.5011,100.5011,100.5011,100.5011
2024-02-06,STK015,100.7726,100.7726,100.7726,100.7726
2024-02-07,STK015,98.081,98.081,98.081,98.081
2024-02-08,STK015,96.7053,96.7053,96.7053,96.7053
2024-02-09,STK015,92.9151,92.9151,92.9151,92.9151
2024-02-12,STK015,95.0298,95.0298,95.0298,95.0298
2024-02-13,STK015,98.9977,98.9977,98.9977,98.9977
2024-02-14,STK015,94.4646,94.4646,94.4646,94.4646
2024-02-15,STK015,97.8282,97.8282,97.8282,97.8282
2024-02-16,STK015,97.838,97.838,97.838,97.838
2024-02-19,STK015,99.3874,99.3874,99.3874,99.3874
2024-02-20,STK015,100.5288,100.5288,100.5288,100.5288
2024-02-21,STK015,103.775,103.775,103.775,103.775
2024-02-22,STK015,104.7165,104.7165,104.7165,104.7165
2024-02-23,STK015,102.1294,102.1294,102.1294,102.1294
2024-02-26,STK015,102.0067,102.0067,102.0067,102.0067
2024-02-27,STK015,103.9265,103.9265,103.9265,103.9265
2024-02-28,STK015,103.2444,103.2444,103.2444,103.2444
2024-02-29,STK015,103.8252,103.8252,103.8252,103.8252
2024-03-01,STK015,104.0516,104.0516,104.0516,104.0516
2024-03-04,STK015,102.8424,102.8424,102.8424,102.8424
2024-03-05,STK015,100.792,100.792,100.792,100.792
2024-03-06,STK015,99.1688,99.1688,99.1688,99.1688
2024-03-07,STK015,100.8054,100.8054,100.8054,100.8054
2024-03-08,STK015,97.0142,97.0142,97.0142,97.0142
2024-03-11,STK015,95.2384,95.2384,95.2384,95.2384
2024-03-12,STK015,90.5732,90.5732,90.5732,90.5732
2024-03-13,STK015,90.0306,90.0306,90.0306,90.0306
2024-03-14,STK015,91.794,91.794,91.794,91.794
2024-03-15,STK015,90.8028,90.8028,90.8028,90.8028
2024-03-18,STK015,91.8877,91.8877,91.8877,91.8877
2024-03-19,STK015,98.6602,98.6602,98.6602,98.6602
2024-03-20,STK015,101.7245,101.7245,101.7245,101.7245
2024-03-21,STK015,103.1086,103.1086,103.1086,103.1086
2024-03-22,STK015,104.609,104.609,104.609,104.609
2024-03-25,STK015,101.5555,101.5555,101.5555,101.5555
2024-03-26,STK015,98.6521,98.6521,98.6521,98.6521
2024-03-27,STK015,99.1873,99.1873,99.1873,99.1873
2024-03-28,STK015,100.8047,100.8047,100.8047,100.8047
2024-03-29,STK015,102.9503,102.9503,102.9503,102.9503
2024-04-01,STK015,101.7864,101.7864,101.7864,101.7864
2024-04-02,STK015,103.0872,103.0872,103.0872,103.0872
2024-04-03,STK015,103.0351,103.0351,103.0351,103.0351
2024-04-04,STK015,103.1753,103.1753,103.1753,103.1753
2024-04-05,STK015,102.9241,102.9241,102.9241,102.9241
2024-04-08,STK015,101.1989,101.1989,101.1989,101.1989
2024-04-09,STK015,101.9268,101.9268,101.9268,101.9268
2024-04-10,STK015,101.9009,101.9009,101.9009,101.9009
2024-04-11,STK015,100.809,100.809,100.809,100.809
2024-04-12,STK015,102.4217,102.4217,102.4217,102.4217
2024-04-15,STK015,104.7059,104.7059,104.7059,104.7059
2024-04-16,STK015,107.3668,107.3668,107.3668,107.3668
2024-04-17,STK015,105.6816,105.6816,105.6816,105.6816
2024-04-18,STK015,106.1661,106.1661,106.1661,106.1661
2024-04-19,STK015,103.5951,103.5951,103.5951,103.5951
2024-04-22,STK015,103.3225,103.3225,103.3225,103.3225
2024-04-23,STK015,102.6437,102.6437,102.6437,102.6437
2024-04-24,STK015,104.8934,104.8934,104.8934,104.8934
2024-04-25,STK015,106.8193,106.8193,106.8193,106.8193
2024-04-26,STK015,109.8109,109.8109,109.8109,109.8109
2024-04-29,STK015,112.1701,112.1701,112.1701,112.1701
2024-04-30,STK015,110.8489,110.8489,110.8489,110.8489
2024-05-01,STK015,109.3231,109.3231,109.3231,109.3231
2024-05-02,STK015,113.1515,113.1515,113.1515,113.1515
2024-05-03,STK015,112.2914,112.2914,112.2914,112.2914
2024-05-06,STK015,109.9937,109.9937,109.9937,109.9937
2024-05-07,STK015,112.464,112.464,112.464,112.464
2024-05-08,STK015,112.5005,112.5005,112.5005,112.5005
2024-05-09,STK015,116.3336,116.3336,116.3336,116.3336
2024-05-10,STK015,117.5127,117.5127,117.5127,117.5127
2024-05-13,STK015,117.2664,117.2664,117.2664,117.2664
2024-05-14,STK015,121.9117,121.9117,121.9117,121.9117
2024-05-15,STK015,116.8953,116.8953,116.8953,116.8953
2024-05-16,STK015,116.3465,116.3465,116.3465,116.3465
2024-05-17,STK015,114.153,114.153,114.153,114.153
2024-05-20,STK015,108.7176,108.7176,108.7176,108.7176
2024-05-21,STK015,110.3638,110.3638,110.3638,110.3638
2024-05-22,STK015,108.2139,108.2139,108.2139,108.2139
2024-05-23,STK015,109.2523,109.2523,109.2523,109.2523
2024-05-24,STK015,109.7046,109.7046,109.7046,109.7046
2024-05-27,STK015,111.631,111.631,111.631,111.631
2024-05-28,STK015,109.8956,109.8956,109.8956,109.8956
2024-05-29,STK015,107.0331,107.0331,107.0331,107.0331
2024-05-30,STK015,106.6773,106.6773,106.6773,106.6773
2024-05-31,STK015,108.6105,108.6105,108.6105,108.6105
2024-06-03,STK015,108.3104,108.3104,108.3104,108.3104
2024-06-04,STK015,106.6229,106.6229,106.6229,106.6229
2024-06-05,STK015,104.6009,104.6009,104.6009,104.6009
2024-06-06,STK015,105.9627,105.9627,105.9627,105.9627
2024-06-07,STK015,106.1048,106.1048,106.1048,106.1048
2024-06-10,STK015,104.891,104.891,104.891,104.891
2024-06-11,STK015,103.8267,103.8267,103.8267,103.8267
2024-06-12,STK015,103.3433,103.3433,103.3433,103.3433
2024-06-13,STK015,103.7612,103.7612,103.7612,103.7612
2024-06-14,STK015,105.646,105.646,105.646,105.646
2024-06-17,STK015,110.3715,110.3715,110.3715,110.3715
2024-06-18,STK015,113.3748,113.3748,113.3748,113.3748
2024-06-19,STK015,118.1353,118.1353,118.1353,118.1353
2024-06-20,STK015,116.8964,116.8964,116.8964,116.8964
2024-06-21,STK015,112.5716,112.5716,112.5716,112.5716
2024-06-24,STK015,112.5279,112.5279,112.5279,112.5279
2024-06-25,STK015,114.4746,114.4746,114.4746,114.4746
2024-01-02,STK016,187.6584,187.6584,187.6584,187.6584
2024-01-03,STK016,195.0067,195.0067,195.0067,195.0067
2024-01-04,STK016,180.2989,180.2989,180.2989,180.2989
2024-01-05,STK016,184.8255,184.8255,184.8255,184.8255
2024-01-08,STK016,185.6515,185.6515,185.6515,185.6515
2024-01-09,STK016,177.5436,177.5436,177.5436,177.5436
2024-01-10,STK016,181.4724,181.4724,181.4724,181.4724
2024-01-11,STK016,178.8657,178.8657,178.8657,178.8657
2024-01-12,STK016,180.4614,180.4614,180.4614,180.4614
2024-01-15,STK016,185.6164,185.6164,185.6164,185.6164
2024-01-16,STK016,188.8163,188.8163,188.8163,188.8163
2024-01-17,STK016,183.7947,183.7947,183.7947,183.7947
2024-01-18,STK016,183.3944,183.3944,183.3944,183.3944
2024-01-19,STK016,173.5628,173.5628,173.5628,173.5628
2024-01-22,STK016,173.9114,173.9114,173.9114,173.9114
2024-01-23,STK016,181.8682,181.8682,181.8682,181.8682
2024-01-24,STK016,174.1117,174.1117,174.1117,174.1117
2024-01-25,STK016,172.2139,172.2139,172.2139,172.2139
2024-01-26,STK016,170.1403,170.1403,170.1403,170.1403
2024-01-29,STK016,165.6189,165.6189,165.6189,165.6189
2024-01-30,STK016,168.4003,168.4003,168.4003,168.4003
2024-01-31,STK016,168.2963,168.2963,168.2963,168.2963
2024-02-01,STK016,172.9686,172.9686,172.9686,172.9686
2024-02-02,STK016,174.9086,174.9086,174.9086,174.9086
2024-02-05,STK016,179.0152,179.0152,179.0152,179.0152
2024-02-06,STK016,171.3363,171.3363,171.3363,171.3363
2024-02-07,STK016,178.8638,178.8638,178.8638,178.8638
2024-02-08,STK016,186.9476,186.9476,186.9476,186.9476
2024-02-09,STK016,190.593,190.593,190.593,190.593
2024-02-12,STK016,189.26,189.26,189.26,189.26
2024-02-13,STK016,186.6556,186.6556,186.6556,186.6556
2024-02-14,STK016,181.7636,181.7636,181.7636,181.7636
2024-02-15,STK016,176.3954,176.3954,176.3954,176.3954
2024-02-16,STK016,175.9014,175.9014,175.9014,175.9014
2024-02-19,STK016,178.447,178.447,178.447,178.447
2024-02-20,STK016,185.0158,185.0158,185.0158,185.0158
2024-02-21,STK016,182.6047,182.6047,182.6047,182.6047
2024-02-22,STK016,183.4529,183.4529,183.4529,183.4529
2024-02-23,STK016,184.1014,184.1014,184.1014,184.1014
2024-02-26,STK016,180.9822,180.9822,180.9822,180.9822
2024-02-27,STK016,186.555,186.555,186.555,186.555
2024-02-28,STK016,187.8606,187.8606,187.8606,187.8606
2024-02-29,STK016,186.1899,186.1899,186.1899,186.1899
2024-03-01,STK016,188.9037,188.9037,188.9037,188.9037
2024-03-04,STK016,192.4259,192.4259,192.4259,192.4259
2024-03-05,STK016,196.6043,196.6043,196.6043,196.6043
2024-03-06,STK016,189.7475,189.7475,189.7475,189.7475
2024-03-07,STK016,197.6422,197.6422,197.6422,197.6422
2024-03-08,STK016,200.3672,200.3672,200.3672,200.3672
2024-03-11,STK016,197.4272,197.4272,197.4272,197.4272
2024-03-12,STK016,197.0932,197.0932,197.0932,197.0932
2024-03-13,STK016,200.9586,200.9586,200.9586,200.9586
2024-03-14,STK016,205.1129,205.1129,205.1129,205.1129
2024-03-15,STK016,203.2995,203.2995,203.2995,203.2995
2024-03-18,STK016,209.7927,209.7927,209.7927,209.7927
2024-03-19,STK016,213.2294,213.2294,213.2294,213.2294
2024-03-20,STK016,209.8708,209.8708,209.8708,209.8708
2024-03-21,STK016,209.7343,209.7343,209.7343,209.7343
2024-03-22,STK016,202.4619,202.4619,202.4619,202.4619
2024-03-25,STK016,192.605,192.605,192.605,192.605
2024-03-26,STK016,197.7138,197.7138,197.7138,197.7138
2024-03-27,STK016,209.9607,209.9607,209.9607,209.9607
2024-03-28,STK016,202.5219,202.5219,202.5219,202.5219
2024-03-29,STK016,196.2432,196.2432,196.2432,196.2432
2024-04-01,STK016,200.5809,200.5809,200.5809,200.5809
2024-04-02,STK016,202.6217,202.6217,202.6217,202.6217
2024-04-03,STK016,206.1254,206.1254,206.1254,206.1254
2024-04-04,STK016,206.6373,206.6373,206.6373,206.6373
2024-04-05,STK016,202.8844,202.8844,202.8844,202.8844
2024-04-08,STK016,202.0064,202.0064,202.0064,202.0064
2024-04-09,STK016,188.6442,188.6442,188.6442,188.6442
2024-04-10,STK016,181.257,181.257,181.257,181.257
2024-04-11,STK016,185.7011,185.7011,185.7011,185.7011
2024-04-12,STK016,192.2094,192.2094,192.2094,192.2094
2024-04-15,STK016,199.675,199.675,199.675,199.675
2024-04-16,STK016,205.028,205.028,205.028,205.028
2024-04-17,STK016,193.9093,193.9093,193.9093,193.9093
2024-04-18,STK016,190.9834,190.9834,190.9834,190.9834
2024-04-19,STK016,196.8225,196.8225,196.8225,196.8225
2024-04-22,STK016,204.3857,204.3857,204.3857,204.3857
2024-04-23,STK016,215.9118,215.9118,215.9118,215.9118
2024-04-24,STK016,212.5404,212.5404,212.5404,212.5404
2024-04-25,STK016,204.9752,204.9752,204.9752,204.9752
2024-04-26,STK016,205.4447,205.4447,205.4447,205.4447
2024-04-29,STK016,204.9871,204.9871,204.9871,204.9871
2024-04-30,STK016,212.2019,212.2019,212.2019,212.2019
2024-05-01,STK016,212.0933,212.0933,212.0933,212.0933
2024-05-02,STK016,211.181,211.181,211.181,211.181
2024-05-03,STK016,210.2992,210.2992,210.2992,210.2992
2024-05-06,STK016,215.2282,215.2282,215.2282,215.2282
2024-05-07,STK016,219.0441,219.0441,219.0441,219.0441
2024-05-08,STK016,213.5747,213.5747,213.5747,213.5747
2024-05-09,STK016,207.4566,207.4566,207.4566,207.4566
2024-05-10,STK016,216.7523,216.7523,216.7523,216.7523
2024-05-13,STK016,206.0969,206.0969,206.0969,206.0969
2024-05-14,STK016,217.3186,217.3186,217.3186,217.3186
2024-05-15,STK016,203.1644,203.1644,203.1644,203.1644
2024-05-16,STK016,202.0066,202.0066,202.0066,202.0066
2024-05-17,STK016,207.5534,207.5534,207.5534,207.5534
2024-05-20,STK016,207.5008,207.5008,207.5008,207.5008
2024-05-21,STK016,198.5431,198.5431,198.5431,198.5431
2024-05-22,STK016,198.7567,198.7567,198.7567,198.7567
2024-05-23,STK016,196.1702,196.1702,196.1702,196.1702
2024-05-24,STK016,193.657,193.657,193.657,193.657
2024-05-27,STK016,191.3166,191.3166,191.3166,191.3166
2024-05-28,STK016,189.4998,189.4998,189.4998,189.4998
2024-05-29,STK016,183.7733,183.7733,183.7733,183.7733
2024-05-30,STK016,194.8934,194.8934,194.8934,194.8934
2024-05-31,STK016,192.9311,192.9311,192.9311,192.9311
2024-06-03,STK016,190.3306,190.3306,190.3306,190.3306
2024-06-04,STK016,187.2381,187.2381,187.2381,187.2381
2024-06-05,STK016,198.3882,198.3882,198.3882,198.3882
2024-06-06,STK016,191.506,191.506,191.506,191.506
2024-06-07,STK016,196.9501,196.9501,196.9501,196.9501
2024-06-10,STK016,192.7626,192.7626,192.7626,192.7626
2024-06-11,STK016,183.5768,183.5768,183.5768,183.5768
2024-06-12,STK016,180.5333,180.5333,180.5333,180.5333
2024-06-13,STK016,181.4343,181.4343,181.4343,181.4343
2024-06-14,STK016,178.461,178.461,178.461,178.461
2024-06-17,STK016,180.1303,180.1303,180.1303,180.1303
2024-06-18,STK016,191.5049,191.5049,191.5049,191.5049
